sentence_id,category,reference,perturbation,severity,candidate,note
167,cs.CL,"We further develop Progressive Rank Policy Optimization (PRPO), a progressive training framework that stabilizes reasoning trajectories while continually improving ranking quality through staged optimization objectives.",identical,0,"We further develop Progressive Rank Policy Optimization (PRPO), a progressive training framework that stabilizes reasoning trajectories while continually improving ranking quality through staged optimization objectives.",unchanged
167,cs.CL,"We further develop Progressive Rank Policy Optimization (PRPO), a progressive training framework that stabilizes reasoning trajectories while continually improving ranking quality through staged optimization objectives.",synonym,1,"We further develop Progressive Rank Policy Optimization (PRPO), a progressive training framework that stabilizes reasoning trajectory while continually improving ranking quality through staged optimization objectives.",trajectories -> trajectory
167,cs.CL,"We further develop Progressive Rank Policy Optimization (PRPO), a progressive training framework that stabilizes reasoning trajectories while continually improving ranking quality through staged optimization objectives.",scramble,2,"ranking quality reasoning progressive staged while trajectories through We Progressive Policy develop Rank a improving optimization further (PRPO), stabilizes training framework that continually Optimization",word order shuffled
167,cs.CL,"We further develop Progressive Rank Policy Optimization (PRPO), a progressive training framework that stabilizes reasoning trajectories while continually improving ranking quality through staged optimization objectives.",antonym,4,"We further develop Progressive Rank Policy Optimization (PRPO), a progressive training framework that stabilizes reasoning trajectories while continually worsen ranking quality through staged optimization objectives.",improving -> worsen
167,cs.CL,"We further develop Progressive Rank Policy Optimization (PRPO), a progressive training framework that stabilizes reasoning trajectories while continually improving ranking quality through staged optimization objectives.",negation,5,"It is not the case that we further develop Progressive Rank Policy Optimization (PRPO), a progressive training framework that stabilizes reasoning trajectories while continually improving ranking quality through staged optimization objectives.",prepended denial
168,cs.CL,Experiments on both reasoning-intensive and traditional retrieval benchmarks show that MERIT-Rank consistently achieves superior performance over competitive baselines.,identical,0,Experiments on both reasoning-intensive and traditional retrieval benchmarks show that MERIT-Rank consistently achieves superior performance over competitive baselines.,unchanged
168,cs.CL,Experiments on both reasoning-intensive and traditional retrieval benchmarks show that MERIT-Rank consistently achieves superior performance over competitive baselines.,synonym,1,experiment on both reasoning-intensive and traditional retrieval benchmarks show that MERIT-Rank consistently achieves superior performance over competitive baselines.,Experiments -> experiment
168,cs.CL,Experiments on both reasoning-intensive and traditional retrieval benchmarks show that MERIT-Rank consistently achieves superior performance over competitive baselines.,scramble,2,achieves consistently on MERIT-Rank over retrieval performance superior Experiments that reasoning-intensive traditional show benchmarks competitive both and,word order shuffled
168,cs.CL,Experiments on both reasoning-intensive and traditional retrieval benchmarks show that MERIT-Rank consistently achieves superior performance over competitive baselines.,antonym,4,Experiments on both reasoning-intensive and traditional retrieval benchmarks disprove that MERIT-Rank consistently achieves superior performance over competitive baselines.,show -> disprove
168,cs.CL,Experiments on both reasoning-intensive and traditional retrieval benchmarks show that MERIT-Rank consistently achieves superior performance over competitive baselines.,negation,5,It is not the case that experiments on both reasoning-intensive and traditional retrieval benchmarks show that MERIT-Rank consistently achieves superior performance over competitive baselines.,prepended denial
169,cs.CL,The 4B model notably outperforms most 7B and even 32B rerankers on BRIGHT.,identical,0,The 4B model notably outperforms most 7B and even 32B rerankers on BRIGHT.,unchanged
169,cs.CL,The 4B model notably outperforms most 7B and even 32B rerankers on BRIGHT.,synonym,1,The 4B framework notably outperforms most 7B and even 32B rerankers on BRIGHT.,model -> framework
169,cs.CL,The 4B model notably outperforms most 7B and even 32B rerankers on BRIGHT.,scramble,2,rerankers The and 4B model 7B 32B even outperforms on notably most,word order shuffled
169,cs.CL,The 4B model notably outperforms most 7B and even 32B rerankers on BRIGHT.,antonym,4,The 4B model notably outperforms fewest 7B and even 32B rerankers on BRIGHT.,most -> fewest
169,cs.CL,The 4B model notably outperforms most 7B and even 32B rerankers on BRIGHT.,negation,5,It is not the case that the 4B model notably outperforms most 7B and even 32B rerankers on BRIGHT.,prepended denial
170,cs.CL,"We describe the architecture, training methodology and inference speedups of Granite 5.0 Turbo CTC, a 470 million parameter encoder-only model with an excellent speed-accuracy tradeoff.",identical,0,"We describe the architecture, training methodology and inference speedups of Granite 5.0 Turbo CTC, a 470 million parameter encoder-only model with an excellent speed-accuracy tradeoff.",unchanged
170,cs.CL,"We describe the architecture, training methodology and inference speedups of Granite 5.0 Turbo CTC, a 470 million parameter encoder-only model with an excellent speed-accuracy tradeoff.",synonym,1,"We describe the architecture, training methodology and inference speedups of Granite 5.0 Turbo CTC, a 470 million argument encoder-only model with an excellent speed-accuracy tradeoff.",parameter -> argument
170,cs.CL,"We describe the architecture, training methodology and inference speedups of Granite 5.0 Turbo CTC, a 470 million parameter encoder-only model with an excellent speed-accuracy tradeoff.",scramble,2,"speed-accuracy 470 describe the excellent million CTC, speedups and architecture, with methodology Granite Turbo inference an of model encoder-only training 5.0 We parameter a",word order shuffled
170,cs.CL,"We describe the architecture, training methodology and inference speedups of Granite 5.0 Turbo CTC, a 470 million parameter encoder-only model with an excellent speed-accuracy tradeoff.",number_swap,3,"We describe the architecture, training methodology and inference speedups of Granite 105.0 Turbo CTC, a 470 million parameter encoder-only model with an excellent speed-accuracy tradeoff.",5.0 -> 105.0
170,cs.CL,"We describe the architecture, training methodology and inference speedups of Granite 5.0 Turbo CTC, a 470 million parameter encoder-only model with an excellent speed-accuracy tradeoff.",negation,5,"It is not the case that we describe the architecture, training methodology and inference speedups of Granite 5.0 Turbo CTC, a 470 million parameter encoder-only model with an excellent speed-accuracy tradeoff.",prepended denial
171,cs.CL,"The architecture uses pyramidal temporal subsampling within Conformer blocks using strided depthwise convolutions, block-diagonal (chunk-wise) self-attention, and conditioning on intermediate predictions from the middle layer.",identical,0,"The architecture uses pyramidal temporal subsampling within Conformer blocks using strided depthwise convolutions, block-diagonal (chunk-wise) self-attention, and conditioning on intermediate predictions from the middle layer.",unchanged
171,cs.CL,"The architecture uses pyramidal temporal subsampling within Conformer blocks using strided depthwise convolutions, block-diagonal (chunk-wise) self-attention, and conditioning on intermediate predictions from the middle layer.",synonym,1,"The architecture uses pyramidal temporal subsampling within Conformer blocks use strided depthwise convolutions, block-diagonal (chunk-wise) self-attention, and conditioning on intermediate predictions from the middle layer.",using -> use
171,cs.CL,"The architecture uses pyramidal temporal subsampling within Conformer blocks using strided depthwise convolutions, block-diagonal (chunk-wise) self-attention, and conditioning on intermediate predictions from the middle layer.",scramble,2,"blocks The strided depthwise from using architecture Conformer (chunk-wise) intermediate the and predictions on within uses self-attention, middle conditioning temporal pyramidal subsampling convolutions, block-diagonal",word order shuffled
171,cs.CL,"The architecture uses pyramidal temporal subsampling within Conformer blocks using strided depthwise convolutions, block-diagonal (chunk-wise) self-attention, and conditioning on intermediate predictions from the middle layer.",antonym,4,"The architecture uses pyramidal temporal subsampling within Conformer blocks using strided depthwise convolutions, block-diagonal (chunk-wise) self-attention, and conditioning on terminal predictions from the middle layer.",intermediate -> terminal
171,cs.CL,"The architecture uses pyramidal temporal subsampling within Conformer blocks using strided depthwise convolutions, block-diagonal (chunk-wise) self-attention, and conditioning on intermediate predictions from the middle layer.",negation,5,"It is not the case that the architecture uses pyramidal temporal subsampling within Conformer blocks using strided depthwise convolutions, block-diagonal (chunk-wise) self-attention, and conditioning on intermediate predictions from the middle layer.",prepended denial
172,cs.CL,"Training highlights are the use of only publicly available data, the novel use of a Muon optimizer, and balanced data sampling.",identical,0,"Training highlights are the use of only publicly available data, the novel use of a Muon optimizer, and balanced data sampling.",unchanged
172,cs.CL,"Training highlights are the use of only publicly available data, the novel use of a Muon optimizer, and balanced data sampling.",synonym,1,"Training highlights are the use of only publicly uncommitted data, the novel use of a Muon optimizer, and balanced data sampling.",available -> uncommitted
172,cs.CL,"Training highlights are the use of only publicly available data, the novel use of a Muon optimizer, and balanced data sampling.",scramble,2,"use publicly Training data of a the the balanced novel of highlights available use optimizer, Muon only are data, and",word order shuffled
172,cs.CL,"Training highlights are the use of only publicly available data, the novel use of a Muon optimizer, and balanced data sampling.",antonym,4,"Training highlights are the use of only publicly unavailable data, the novel use of a Muon optimizer, and balanced data sampling.",available -> unavailable
172,cs.CL,"Training highlights are the use of only publicly available data, the novel use of a Muon optimizer, and balanced data sampling.",negation,5,"Training highlights are not the use of only publicly available data, the novel use of a Muon optimizer, and balanced data sampling.",inserted 'not' after 'are'
173,cs.CL,Inference speedups include replacing 1 x 1 convolutions with linear layers and optimizing the attention computation in the Conformer blocks.,identical,0,Inference speedups include replacing 1 x 1 convolutions with linear layers and optimizing the attention computation in the Conformer blocks.,unchanged
173,cs.CL,Inference speedups include replacing 1 x 1 convolutions with linear layers and optimizing the attention computation in the Conformer blocks.,synonym,1,Inference speedups include replacing 1 ten 1 convolutions with linear layers and optimizing the attention computation in the Conformer blocks.,x -> ten
173,cs.CL,Inference speedups include replacing 1 x 1 convolutions with linear layers and optimizing the attention computation in the Conformer blocks.,scramble,2,linear the speedups 1 in layers computation convolutions optimizing the Conformer and replacing include x attention 1 with Inference,word order shuffled
173,cs.CL,Inference speedups include replacing 1 x 1 convolutions with linear layers and optimizing the attention computation in the Conformer blocks.,number_swap,3,Inference speedups include replacing 26 x 1 convolutions with linear layers and optimizing the attention computation in the Conformer blocks.,1 -> 26
173,cs.CL,Inference speedups include replacing 1 x 1 convolutions with linear layers and optimizing the attention computation in the Conformer blocks.,antonym,4,Inference speedups include replacing 1 x 1 convolutions with nonlinear layers and optimizing the attention computation in the Conformer blocks.,linear -> nonlinear
173,cs.CL,Inference speedups include replacing 1 x 1 convolutions with linear layers and optimizing the attention computation in the Conformer blocks.,negation,5,It is not the case that inference speedups include replacing 1 x 1 convolutions with linear layers and optimizing the attention computation in the Conformer blocks.,prepended denial
174,cs.CL,Tool learning enables large language models (LLMs) to use external tools for tasks beyond parametric knowledge.,identical,0,Tool learning enables large language models (LLMs) to use external tools for tasks beyond parametric knowledge.,unchanged
174,cs.CL,Tool learning enables large language models (LLMs) to use external tools for tasks beyond parametric knowledge.,synonym,1,Tool learning enables large language model (LLMs) to use external tools for tasks beyond parametric knowledge.,models -> model
174,cs.CL,Tool learning enables large language models (LLMs) to use external tools for tasks beyond parametric knowledge.,scramble,2,language to tools parametric models enables Tool tasks beyond learning for (LLMs) use large external,word order shuffled
174,cs.CL,Tool learning enables large language models (LLMs) to use external tools for tasks beyond parametric knowledge.,antonym,4,Tool learning enables large language models (LLMs) to use internal tools for tasks beyond parametric knowledge.,external -> internal
174,cs.CL,Tool learning enables large language models (LLMs) to use external tools for tasks beyond parametric knowledge.,negation,5,It is not the case that tool learning enables large language models (LLMs) to use external tools for tasks beyond parametric knowledge.,prepended denial
175,cs.CL,"To address these problems, we propose MATCH, a closed-loop framework for model-aware tool learning with curriculum scheduling and hierarchically gated rewards.",identical,0,"To address these problems, we propose MATCH, a closed-loop framework for model-aware tool learning with curriculum scheduling and hierarchically gated rewards.",unchanged
175,cs.CL,"To address these problems, we propose MATCH, a closed-loop framework for model-aware tool learning with curriculum scheduling and hierarchically gated rewards.",synonym,1,"To speak these problems, we propose MATCH, a closed-loop framework for model-aware tool learning with curriculum scheduling and hierarchically gated rewards.",address -> speak
175,cs.CL,"To address these problems, we propose MATCH, a closed-loop framework for model-aware tool learning with curriculum scheduling and hierarchically gated rewards.",scramble,2,"curriculum learning these MATCH, for propose and we address scheduling problems, gated model-aware framework closed-loop a tool with hierarchically To",word order shuffled
175,cs.CL,"To address these problems, we propose MATCH, a closed-loop framework for model-aware tool learning with curriculum scheduling and hierarchically gated rewards.",negation,5,"It is not the case that to address these problems, we propose MATCH, a closed-loop framework for model-aware tool learning with curriculum scheduling and hierarchically gated rewards.",prepended denial
176,cs.CL,"Hierarchical Tool-call Gated Reward (HTGR) scores tool name, argument key, and argument value as a gated chain, granting credit at each level only when prerequisites hold.",identical,0,"Hierarchical Tool-call Gated Reward (HTGR) scores tool name, argument key, and argument value as a gated chain, granting credit at each level only when prerequisites hold.",unchanged
176,cs.CL,"Hierarchical Tool-call Gated Reward (HTGR) scores tool name, argument key, and argument value as a gated chain, granting credit at each level only when prerequisites hold.",synonym,1,"Hierarchical Tool-call Gated Reward (HTGR) score tool name, argument key, and argument value as a gated chain, granting credit at each level only when prerequisites hold.",scores -> score
176,cs.CL,"Hierarchical Tool-call Gated Reward (HTGR) scores tool name, argument key, and argument value as a gated chain, granting credit at each level only when prerequisites hold.",scramble,2,"Hierarchical a granting key, value and as Reward credit at gated argument chain, when argument name, only scores Gated level prerequisites (HTGR) each Tool-call tool",word order shuffled
176,cs.CL,"Hierarchical Tool-call Gated Reward (HTGR) scores tool name, argument key, and argument value as a gated chain, granting credit at each level only when prerequisites hold.",antonym,4,"nonhierarchical Tool-call Gated Reward (HTGR) scores tool name, argument key, and argument value as a gated chain, granting credit at each level only when prerequisites hold.",Hierarchical -> nonhierarchical
176,cs.CL,"Hierarchical Tool-call Gated Reward (HTGR) scores tool name, argument key, and argument value as a gated chain, granting credit at each level only when prerequisites hold.",negation,5,"It is not the case that hierarchical Tool-call Gated Reward (HTGR) scores tool name, argument key, and argument value as a gated chain, granting credit at each level only when prerequisites hold.",prepended denial
177,cs.CL,"The same HTGR rewards drive both GRPO updates and MACL's difficulty refresh, closing the loop between policy optimization and sample scheduling.",identical,0,"The same HTGR rewards drive both GRPO updates and MACL's difficulty refresh, closing the loop between policy optimization and sample scheduling.",unchanged
177,cs.CL,"The same HTGR rewards drive both GRPO updates and MACL's difficulty refresh, closing the loop between policy optimization and sample scheduling.",synonym,1,"The same HTGR wages drive both GRPO updates and MACL's difficulty refresh, closing the loop between policy optimization and sample scheduling.",rewards -> wages
177,cs.CL,"The same HTGR rewards drive both GRPO updates and MACL's difficulty refresh, closing the loop between policy optimization and sample scheduling.",scramble,2,"same HTGR MACL's rewards and and difficulty drive updates closing both optimization the loop GRPO between refresh, policy sample The",word order shuffled
177,cs.CL,"The same HTGR rewards drive both GRPO updates and MACL's difficulty refresh, closing the loop between policy optimization and sample scheduling.",antonym,4,"The same HTGR rewards attract both GRPO updates and MACL's difficulty refresh, closing the loop between policy optimization and sample scheduling.",drive -> attract
177,cs.CL,"The same HTGR rewards drive both GRPO updates and MACL's difficulty refresh, closing the loop between policy optimization and sample scheduling.",negation,5,"It is not the case that the same HTGR rewards drive both GRPO updates and MACL's difficulty refresh, closing the loop between policy optimization and sample scheduling.",prepended denial
178,cs.CL,"On API-Bank and BFCL V3, MATCH reaches 72.19% and 62.87% overall accuracy, outperforming the main supervised and RL-based baselines.",identical,0,"On API-Bank and BFCL V3, MATCH reaches 72.19% and 62.87% overall accuracy, outperforming the main supervised and RL-based baselines.",unchanged
178,cs.CL,"On API-Bank and BFCL V3, MATCH reaches 72.19% and 62.87% overall accuracy, outperforming the main supervised and RL-based baselines.",synonym,1,"On API-Bank and BFCL V3, MATCH reaches 72.19% and 62.87% overall accuracy, surpass the main supervised and RL-based baselines.",outperforming -> surpass
178,cs.CL,"On API-Bank and BFCL V3, MATCH reaches 72.19% and 62.87% overall accuracy, outperforming the main supervised and RL-based baselines.",scramble,2,"MATCH API-Bank 72.19% On BFCL main overall outperforming 62.87% and accuracy, V3, RL-based supervised and the reaches and",word order shuffled
178,cs.CL,"On API-Bank and BFCL V3, MATCH reaches 72.19% and 62.87% overall accuracy, outperforming the main supervised and RL-based baselines.",number_swap,3,"On API-Bank and BFCL V3, MATCH reaches 79.19% and 62.87% overall accuracy, outperforming the main supervised and RL-based baselines.",72.19% -> 79.19%
178,cs.CL,"On API-Bank and BFCL V3, MATCH reaches 72.19% and 62.87% overall accuracy, outperforming the main supervised and RL-based baselines.",antonym,4,"On API-Bank and BFCL V3, MATCH reaches 72.19% and 62.87% overall accuracy, outperforming the main unsupervised and RL-based baselines.",supervised -> unsupervised
178,cs.CL,"On API-Bank and BFCL V3, MATCH reaches 72.19% and 62.87% overall accuracy, outperforming the main supervised and RL-based baselines.",negation,5,"It is not the case that on API-Bank and BFCL V3, MATCH reaches 72.19% and 62.87% overall accuracy, outperforming the main supervised and RL-based baselines.",prepended denial
179,cs.CL,Backbone experiments further show consistent improvements across four backbones from two model families.,identical,0,Backbone experiments further show consistent improvements across four backbones from two model families.,unchanged
179,cs.CL,Backbone experiments further show consistent improvements across four backbones from two model families.,synonym,1,Backbone experiments further show consistent improvements across four anchor from two model families.,backbones -> anchor
179,cs.CL,Backbone experiments further show consistent improvements across four backbones from two model families.,scramble,2,experiments four two model backbones improvements from across consistent show further Backbone,word order shuffled
179,cs.CL,Backbone experiments further show consistent improvements across four backbones from two model families.,antonym,4,Backbone experiments further show inconsistent improvements across four backbones from two model families.,consistent -> inconsistent
179,cs.CL,Backbone experiments further show consistent improvements across four backbones from two model families.,negation,5,It is not the case that backbone experiments further show consistent improvements across four backbones from two model families.,prepended denial
180,cs.CL,"We propose a discriminative adaptation that reads the final prompt token's hidden state through a classification head, producing a label in one forward pass without modifying the backbone.",identical,0,"We propose a discriminative adaptation that reads the final prompt token's hidden state through a classification head, producing a label in one forward pass without modifying the backbone.",unchanged
180,cs.CL,"We propose a discriminative adaptation that reads the final prompt token's hidden state through a classification head, producing a label in one forward pass without modifying the backbone.",synonym,1,"We propose a discriminative adaptation that reads the final prompt token's hidden state through a categorization head, producing a label in one forward pass without modifying the backbone.",classification -> categorization
180,cs.CL,"We propose a discriminative adaptation that reads the final prompt token's hidden state through a classification head, producing a label in one forward pass without modifying the backbone.",scramble,2,"head, producing a reads through the in the that pass classification final forward prompt a adaptation without a We discriminative token's hidden propose label modifying state one",word order shuffled
180,cs.CL,"We propose a discriminative adaptation that reads the final prompt token's hidden state through a classification head, producing a label in one forward pass without modifying the backbone.",negation,5,"It is not the case that we propose a discriminative adaptation that reads the final prompt token's hidden state through a classification head, producing a label in one forward pass without modifying the backbone.",prepended denial
181,cs.CL,"Because this readout starts from the hidden state the model would otherwise decode, it gives a controlled comparison of generative and discriminative inference in an otherwise identical speechLLM.",identical,0,"Because this readout starts from the hidden state the model would otherwise decode, it gives a controlled comparison of generative and discriminative inference in an otherwise identical speechLLM.",unchanged
181,cs.CL,"Because this readout starts from the hidden state the model would otherwise decode, it gives a controlled comparison of generative and discriminative inference in an otherwise identical speechLLM.",synonym,1,"Because this readout starts from the concealed state the model would otherwise decode, it gives a controlled comparison of generative and discriminative inference in an otherwise identical speechLLM.",hidden -> concealed
181,cs.CL,"Because this readout starts from the hidden state the model would otherwise decode, it gives a controlled comparison of generative and discriminative inference in an otherwise identical speechLLM.",scramble,2,"model controlled inference it Because generative this in gives the decode, otherwise hidden the and of state would readout otherwise comparison from an starts identical a discriminative",word order shuffled
181,cs.CL,"Because this readout starts from the hidden state the model would otherwise decode, it gives a controlled comparison of generative and discriminative inference in an otherwise identical speechLLM.",antonym,4,"Because this readout starts from the hidden state the model would otherwise decode, it take a controlled comparison of generative and discriminative inference in an otherwise identical speechLLM.",gives -> take
181,cs.CL,"Because this readout starts from the hidden state the model would otherwise decode, it gives a controlled comparison of generative and discriminative inference in an otherwise identical speechLLM.",negation,5,"Because this readout starts from the hidden state the model would not otherwise decode, it gives a controlled comparison of generative and discriminative inference in an otherwise identical speechLLM.",inserted 'not' after 'would'
182,cs.CL,"We keep the head a single linear layer, trading little accuracy for interpretability: each emotion becomes one direction in the LLM output token space, revealing associated tokens.",identical,0,"We keep the head a single linear layer, trading little accuracy for interpretability: each emotion becomes one direction in the LLM output token space, revealing associated tokens.",unchanged
182,cs.CL,"We keep the head a single linear layer, trading little accuracy for interpretability: each emotion becomes one direction in the LLM output token space, revealing associated tokens.",synonym,1,"We keep the head a single additive layer, trading little accuracy for interpretability: each emotion becomes one direction in the LLM output token space, revealing associated tokens.",linear -> additive
182,cs.CL,"We keep the head a single linear layer, trading little accuracy for interpretability: each emotion becomes one direction in the LLM output token space, revealing associated tokens.",scramble,2,"token single space, the head trading We for in direction one the output each emotion associated layer, revealing a accuracy keep interpretability: little becomes linear LLM",word order shuffled
182,cs.CL,"We keep the head a single linear layer, trading little accuracy for interpretability: each emotion becomes one direction in the LLM output token space, revealing associated tokens.",antonym,4,"We discontinue the head a single linear layer, trading little accuracy for interpretability: each emotion becomes one direction in the LLM output token space, revealing associated tokens.",keep -> discontinue
182,cs.CL,"We keep the head a single linear layer, trading little accuracy for interpretability: each emotion becomes one direction in the LLM output token space, revealing associated tokens.",negation,5,"It is not the case that we keep the head a single linear layer, trading little accuracy for interpretability: each emotion becomes one direction in the LLM output token space, revealing associated tokens.",prepended denial
183,cs.CL,"On IEMOCAP, across two speechLLM architectures, it improves Macro F1 and removes hallucinations, with largest gains on realistic ASR transcripts.",identical,0,"On IEMOCAP, across two speechLLM architectures, it improves Macro F1 and removes hallucinations, with largest gains on realistic ASR transcripts.",unchanged
183,cs.CL,"On IEMOCAP, across two speechLLM architectures, it improves Macro F1 and removes hallucinations, with largest gains on realistic ASR transcripts.",synonym,1,"On IEMOCAP, across two speechLLM architectures, it better Macro F1 and removes hallucinations, with largest gains on realistic ASR transcripts.",improves -> better
183,cs.CL,"On IEMOCAP, across two speechLLM architectures, it improves Macro F1 and removes hallucinations, with largest gains on realistic ASR transcripts.",scramble,2,"removes Macro speechLLM hallucinations, ASR largest improves realistic On on with gains across it F1 and two IEMOCAP, architectures,",word order shuffled
183,cs.CL,"On IEMOCAP, across two speechLLM architectures, it improves Macro F1 and removes hallucinations, with largest gains on realistic ASR transcripts.",antonym,4,"On IEMOCAP, across two speechLLM architectures, it worsen Macro F1 and removes hallucinations, with largest gains on realistic ASR transcripts.",improves -> worsen
183,cs.CL,"On IEMOCAP, across two speechLLM architectures, it improves Macro F1 and removes hallucinations, with largest gains on realistic ASR transcripts.",negation,5,"It is not the case that on IEMOCAP, across two speechLLM architectures, it improves Macro F1 and removes hallucinations, with largest gains on realistic ASR transcripts.",prepended denial
184,cs.CL,Our analysis reveals that these emotion directions encode indirect associations mirroring biases in web-scale text.,identical,0,Our analysis reveals that these emotion directions encode indirect associations mirroring biases in web-scale text.,unchanged
184,cs.CL,Our analysis reveals that these emotion directions encode indirect associations mirroring biases in web-scale text.,synonym,1,Our analysis reveals that these emotion directions encode indirect associations mirror biases in web-scale text.,mirroring -> mirror
184,cs.CL,Our analysis reveals that these emotion directions encode indirect associations mirroring biases in web-scale text.,scramble,2,biases associations encode mirroring in these that Our directions reveals indirect web-scale emotion analysis,word order shuffled
184,cs.CL,Our analysis reveals that these emotion directions encode indirect associations mirroring biases in web-scale text.,antonym,4,Our analysis reveals that these emotion directions decode indirect associations mirroring biases in web-scale text.,encode -> decode
184,cs.CL,Our analysis reveals that these emotion directions encode indirect associations mirroring biases in web-scale text.,negation,5,It is not the case that our analysis reveals that these emotion directions encode indirect associations mirroring biases in web-scale text.,prepended denial
185,cs.CL,"This paper builds a theoretical bridge between the economic notion of marginal utility and two machine-learning constructs, matrix factorization and the Key--Value cache of transformer language models.",identical,0,"This paper builds a theoretical bridge between the economic notion of marginal utility and two machine-learning constructs, matrix factorization and the Key--Value cache of transformer language models.",unchanged
185,cs.CL,"This paper builds a theoretical bridge between the economic notion of marginal utility and two machine-learning constructs, matrix factorization and the Key--Value cache of transformer language models.",synonym,1,"This paper builds a theoretical bridge between the economic notion of fringy utility and two machine-learning constructs, matrix factorization and the Key--Value cache of transformer language models.",marginal -> fringy
185,cs.CL,"This paper builds a theoretical bridge between the economic notion of marginal utility and two machine-learning constructs, matrix factorization and the Key--Value cache of transformer language models.",scramble,2,"two machine-learning factorization Key--Value bridge notion language transformer economic utility and theoretical builds the This the paper a between of matrix and marginal constructs, of cache",word order shuffled
185,cs.CL,"This paper builds a theoretical bridge between the economic notion of marginal utility and two machine-learning constructs, matrix factorization and the Key--Value cache of transformer language models.",antonym,4,"This paper builds a empirical bridge between the economic notion of marginal utility and two machine-learning constructs, matrix factorization and the Key--Value cache of transformer language models.",theoretical -> empirical
185,cs.CL,"This paper builds a theoretical bridge between the economic notion of marginal utility and two machine-learning constructs, matrix factorization and the Key--Value cache of transformer language models.",negation,5,"It is not the case that this paper builds a theoretical bridge between the economic notion of marginal utility and two machine-learning constructs, matrix factorization and the Key--Value cache of transformer language models.",prepended denial
186,cs.CL,The three collapse into a single allocation rule: retain the top dimensions whose eigenvalue exceeds the shadow price of the binding constraint.,identical,0,The three collapse into a single allocation rule: retain the top dimensions whose eigenvalue exceeds the shadow price of the binding constraint.,unchanged
186,cs.CL,The three collapse into a single allocation rule: retain the top dimensions whose eigenvalue exceeds the shadow price of the binding constraint.,synonym,1,The three collapse into a single allocation rule: retain the top dimension whose eigenvalue exceeds the shadow price of the binding constraint.,dimensions -> dimension
186,cs.CL,The three collapse into a single allocation rule: retain the top dimensions whose eigenvalue exceeds the shadow price of the binding constraint.,scramble,2,exceeds dimensions price single top the of the a the collapse eigenvalue shadow three allocation binding whose into The retain rule:,word order shuffled
186,cs.CL,The three collapse into a single allocation rule: retain the top dimensions whose eigenvalue exceeds the shadow price of the binding constraint.,antonym,4,The three collapse into a single allocation rule: retain the bottom dimensions whose eigenvalue exceeds the shadow price of the binding constraint.,top -> bottom
186,cs.CL,The three collapse into a single allocation rule: retain the top dimensions whose eigenvalue exceeds the shadow price of the binding constraint.,negation,5,It is not the case that the three collapse into a single allocation rule: retain the top dimensions whose eigenvalue exceeds the shadow price of the binding constraint.,prepended denial
187,cs.CL,"The full-scale extraction benchmark, including LoRA fine-tuning, is reported as projected rather than measured and remains an empirical extension of this work.",identical,0,"The full-scale extraction benchmark, including LoRA fine-tuning, is reported as projected rather than measured and remains an empirical extension of this work.",unchanged
187,cs.CL,"The full-scale extraction benchmark, including LoRA fine-tuning, is reported as projected rather than measured and remains an empirical extension of this work.",synonym,1,"The full-scale extraction benchmark, including LoRA fine-tuning, is reported as projected rather than measured and remains an empiric extension of this work.",empirical -> empiric
187,cs.CL,"The full-scale extraction benchmark, including LoRA fine-tuning, is reported as projected rather than measured and remains an empirical extension of this work.",scramble,2,"reported fine-tuning, empirical remains The including of this benchmark, rather and projected full-scale LoRA than measured extension extraction as is an",word order shuffled
187,cs.CL,"The full-scale extraction benchmark, including LoRA fine-tuning, is reported as projected rather than measured and remains an empirical extension of this work.",antonym,4,"The full-scale extraction benchmark, including LoRA fine-tuning, differ reported as projected rather than measured and remains an empirical extension of this work.",is -> differ
187,cs.CL,"The full-scale extraction benchmark, including LoRA fine-tuning, is reported as projected rather than measured and remains an empirical extension of this work.",negation,5,"The full-scale extraction benchmark, including LoRA fine-tuning, is not reported as projected rather than measured and remains an empirical extension of this work.",inserted 'not' after 'is'
188,cs.CL,"AI systems can strengthen democracy by supporting deliberation at scale by addressing cognitive, social, platform-design, and market-driven frictions, while preserving human agency.",identical,0,"AI systems can strengthen democracy by supporting deliberation at scale by addressing cognitive, social, platform-design, and market-driven frictions, while preserving human agency.",unchanged
188,cs.CL,"AI systems can strengthen democracy by supporting deliberation at scale by addressing cognitive, social, platform-design, and market-driven frictions, while preserving human agency.",synonym,1,"AI systems can strengthen democracy by supporting deliberation at scurf by addressing cognitive, social, platform-design, and market-driven frictions, while preserving human agency.",scale -> scurf
188,cs.CL,"AI systems can strengthen democracy by supporting deliberation at scale by addressing cognitive, social, platform-design, and market-driven frictions, while preserving human agency.",scramble,2,"human at systems addressing social, by can cognitive, supporting market-driven by AI while platform-design, democracy and preserving scale strengthen frictions, deliberation",word order shuffled
188,cs.CL,"AI systems can strengthen democracy by supporting deliberation at scale by addressing cognitive, social, platform-design, and market-driven frictions, while preserving human agency.",antonym,4,"AI systems can weaken democracy by supporting deliberation at scale by addressing cognitive, social, platform-design, and market-driven frictions, while preserving human agency.",strengthen -> weaken
188,cs.CL,"AI systems can strengthen democracy by supporting deliberation at scale by addressing cognitive, social, platform-design, and market-driven frictions, while preserving human agency.",negation,5,"AI systems can not strengthen democracy by supporting deliberation at scale by addressing cognitive, social, platform-design, and market-driven frictions, while preserving human agency.",inserted 'not' after 'can'
