lp,src,mt,ref,raw,score
zh-en,充分发挥界别和人才智力优势，深入调查研究，提出许多重要意见和建议，为党和政府科学决策提供了重要参考。,"Giving full play to the intellectual advantages of sectors and talents, carrying out in-depth investigation and research, and putting forward many important suggestions and suggestions, provide an important reference for scientific decision-making by the Party and government.","They gave full play to the intellectual superiority of sectors and talents, conducted in-depth investigations and studies, put forward many important opinions and suggestions, and provided an important reference for the scientific decision-making of the party and the government.",76.0,-0.71536638273882
zh-en,周三晚，内马尼亚·马蒂奇在桑普多利亚对抗赛首次亮相后，穆里尼奥认定曼联签下了一位“天才”中场球员。,"After Nemanja Match made his debut against Sampdoria on Wednesday night, Mourinho decided United had signed a ""talented"" midfielder.","Manchester United have signed a ""genius"" in Nemanja Matic, believes Jose Mourinho, after the midfielder made his debut against Sampdoria on Wednesday evening.",77.0,-0.648805193370239
zh-en,拉米雷斯说，“在墨西哥，他们让你死就为了让你闭嘴。”,"""in Mexico, they let you die just to shut you up,"" Ramirez said.","""In Mexico you die because they want to shut you up,"" Ramirez said.",50.0,-0.635241858505709
zh-en,“听起来你被锁住了啊，”副司令回复道。,"""sounds like you're locked up,"" the deputy commander replied.","""Sounds like you are locked,"" the Deputy Commandant replied.",97.0,0.931199240642681
zh-en,推动中俄关系迈上夯实世代友好的新征程,China-Russia relations on a new journey of friendship between the generations,Pushing forward the China-Russia relations towards a new journey of consolidated friendship between generations,75.0,0.198650108618627
zh-en,谈到此事，穆特科说：“我们正在调查，我们的反兴奋剂系统毫无疑问失败了。,"Turning to the matter, he said: ""we are investigating and there is no doubt that our anti-doping system has failed.","Referring to the matter, Mutko said: ""We are conducting the investigation, as our anti-doping system admitted a failure.",26.0,-1.22442815487738
zh-en,我想到了周六，我们就会有更多时间，真的很棒。”,"I thought about Saturday and we'll have more time, really great, ""he said.","I think once we get to Saturday and we'll have more time, it will really be great.""",25.0,-1.25347056841812
zh-en,国会中的共和党人正在推动大范围改写臭氧层条例。,Republicans in Congress are pushing for a broad rewriting of the ozone layer regulations.,Republicans in Congress are pushing for a broader rewrite of the ozone rules.,99.0,0.895668033596264
zh-en,需要注意的是，30天退款期限是从12月25日开始算，也就是要在2018年1月25日之前退货。,"It is important to note that the 30-day refund period begins on December 25 and is due to be returned by January 25, 2018.","note that the 30-day return deadline begins on December 25, i.e., merchandise purchased must be returned by January 25, 2018.",100.0,0.924710447136999
zh-en,走进森林摩尔，就像一不小心掉进了爱丽丝漫游奇遇记中的兔子洞，攀沿着的树干将建筑围绕，草地、清泉相映衬，将人们带进充满生机与活力的森林。,"Walking into the forest moles is like accidentally falling into the rabbit hole in Alice's Odyssey, climbing along the trunk to surround the building, the grass, the clear spring, and bring people into the forest full of life and vitality.","On entering the Forest Mall, you’d feel like you have accidentally fallen down the rabbit hole in Alice’s Adventures In Wonderland. The tall tree trunks surround the buildings, and the lawn and stream are beautifully juxtaposed, drawing the masses into a forest full of life and vitality.",35.0,-0.963046433010769
zh-en,其中，中国游客人均购物额最大，为213万韩元，达日本游客的6.5倍、美欧游客的3.2倍。,"Chinese tourists accounted for the largest amount of shopping per person, at 2.13 million won, 6.5 times that of Japanese tourists and 3.2 times that of US and European tourists.","In particular, the per capita spending for shopping by Chinese tourists, at KRW2.13 million, was the highest; this was 6.5 times that of Japanese tourists and 3.2 times that of American and European tourists.",82.5,0.337179385043149
zh-en,据目击者称，事发时一声巨响，瞬时间一朵蘑菇云腾空而起。,"According to witnesses, there was a loud bang at the time of the incident, and a cloud rose out of the sky in an instant.","Eye witnesses said that there was a loud bang when the explosion occurred, and a mushroom cloud rose instantly.",91.0,0.814055387184042
zh-en,推动两国地方交流合作，进一步巩固两国关系的民意基础。,We will promote local exchanges and cooperation between the two countries to further consolidate the foundation of bilateral ties.,"promote local exchanges and cooperation between the two countries, and further consolidate the public opinion foundation of bilateral relations.",93.0,0.92626150533484
zh-en,那是她正好收到来自 Paper 杂志的一封电子邮件。,That was just when she received an e-mail from Paper magazine.,That was when she received an email from Paper Magazine.,97.0,1.22750147895115
zh-en,韩朝还就缓解当前军事紧张局势达成一致，并决定举行韩朝军事部门会谈。,The two Koreas also agreed to ease current military tensions and decided to hold talks between the military departments of the two Koreas.,"North and South Korea also reached a consensus on easing the current military tensions, and have decided to hold military talks.",61.0,-0.115304104434466
zh-en,莫拉说，他支持 NCAA 的规则调整，虽然这样会让球员繁忙的行程又增加了另一个项目。,"Mora said he supported the NCAA rule adjustment, although that would have added another item to the player's busy schedule.",Mora said he supported the NCAA's rule change even if it did add another item to players' busy itineraries.,92.0,1.04100070348092
zh-en,今年23岁的他，身穿迷彩T恤、黑色运动裤，一身青春阳光。因为采访间的椅子不够，他就直接坐在了地上，说：“来吧，就这样聊挺好的。”,"The 23-year-old, dressed in a camouflage T-shirt, black sweatpants and youthful sunshine, sat straight on the ground because there weren't enough chairs in the interview room and said, ""Come on, it's good to talk like that.""","The 23-year-old, dressed in a camouflage T-shirt and black sweat pants, looked young and radiant. As there were not enough chairs in the interview room, he sat on the floor and said, “Let’s start. Chatting like this isn’t half bad.”",89.0,0.92910023819879
zh-en,对他而言，重演是一场引人注目的号召行动，每年提醒门罗社区的人们，不公正从未得到纠正。,"For him, a repeat is a compelling call to action, an annual reminder to people in the Monroe community that injustice has never been corrected.","For him, the reenactment serves as a dramatic call to action and an annual reminder to the Monroe community that an injustice has never been corrected.",89.5,0.94775031574581
zh-en,这项措施尚未在参议院投票。,The measure has not yet been voted in the Senate.,The measure has not yet been brought to a vote in the Senate.,93.0,1.07830085857497
zh-en,而龙湖昱湖壹号，临近重庆首个低密度滨水商圈——礼嘉滨水商圈，被九个公园环绕，商业街区密度低，开放程度高，使得人们购物时更愿意停留、驻足、慢慢享受购物的乐趣，而不是被后面的人流裹挟着急急忙忙地向前赶，真正实现了“散步式购物”。,"The Long Lake, near Chongqing's first low-density waterfront business circle, is surrounded by nine parks, with low density and open street areas, making people more willing to stop, stop and enjoy shopping slowly, rather than being rushed forward by the crowd behind them, to truly achieve ""walking shopping.""","Meanwhile, Longhu’s Waterfront City, in the immediate vicinity of Chongqing’s first low-density waterfront business district - Lijia Waterfront Business District - is surrounded by nine parks. The commercial street district is low density with good access. These qualities have made shoppers more willing to stay, stop and slowing savor the joy of shopping when shopping, rather than being jostled by crowds of shoppers into rushing forward. Here, “shopping at a leisurely pace” is truly achieved.",90.0,0.652199542958628
zh-en,独立开展为履行职能所需的民事活动，拓展城乡社区的公益服务功能,Independently carry out civil activities required for the performance of their functions and expand the public service functions of urban and rural communities,"independently carry out civil activities to perform its functions, and expand public service for urban and rural communities.",76.0,0.0668922608162693
zh-en,近十年来，卡桑德拉·格林一直负责主导摩尔滩桥私刑惨案的年度重演工作。,"For nearly a decade, Cassandra Green has been in charge of leading the annual repeat of the Moore Beach Bridge lynchings.","For nearly a decade, Cassandra Greene has directed the annual reenactment of the Moore's Ford Bridge lynchings.",96.0,0.462752367788178
zh-en,王晨主持座谈会。,Wang Chen presided over the symposium.,Wang Chen presided over the symposium.,100.0,0.647853314903449
zh-en,报道称，顽固的空气污染也是日常生活中的一个事实，不过近年来的政府努力遏制了一些问题。,"Stubborn air pollution is also a fact of daily life, although government efforts in recent years have contained some of the problems, the report said.","According to reports, persistent air pollution is also a fact of daily life, but the government has tried to curb pollution in recent years.",94.0,0.370201894230542
zh-en,三星计划今年开始出货这套摄影机系统，这套系统是建构在机器自动学习及扩增实境等技术上。,"Samsung plans to start shipping the camera system this year, which is built on technologies such as automatic machine learning and augmented reality.","Samsung plans to begin shipping this camera system, which is built on automatic machine learning and augmented reality technology this year.",98.0,0.555302841345814
zh-en,本台消息,News from this station,"According to reports,",2.0,-3.88711988942069
zh-en,“没有，”格林笑着说。,"""no,"" Green said, laughing.","""No,"" Greene said through chuckles.",84.0,-0.0925504735576356
zh-en,阿卜杜拉表示,Mr Abdullah said,Abdullah said that,99.5,1.15599994887324
zh-en,“她没有任何悔恨之意。”,"""she doesn't have any remorse.""","""She has shown no remorse.""",41.0,-0.582904576945336
zh-en,维拉里尔要求记者写一写之前在事发地点发生的事，包括墨西哥头号大毒枭古兹曼的一个儿子躲避军事袭击的事件。,"Villarreal asked reporters to write about what had happened at the site before, including the case of a son of Mexico's top drug lord, Guzman, fleeing a military attack.","Villarreal asked the reporter to write about prior incidents in that locale, including one in which a son of ""El Chapo"" Guzman escaped a military raid.",80.0,0.576365106933711
zh-en,打赢这个呃蓝天保卫战，成都已建成的三座环保发电项目日处理垃圾达六千吨,"Winning the battle against the blue sky, Chengdu has built three environmentally friendly power generation projects to dispose of up to six thousand tons of garbage a day","the war to protect our blue skies. Chengdu has completed the construction of three eco-friendly power generation projects, with daily waste treatment capacity of 6000 tonnes.",53.0,-0.22620621267486
zh-en,他说，中美在网络领域拥有广泛共同利益，双方应共同构建网络空间命运共同体,"He said China and the United States have a wide range of common interests in the cyber field, and both sides should work together to build a community of destiny in cyberspace",He said that China and the United States share broad common interests in the network area and both parties should work together to build a community of a shared future in cyberspace.,54.0,-0.196481348985654
zh-en,下一步，团队将紧跟技术发展的潮流研究基于神经芯片的高质量深度相机，使其能应用于智能汽车以及无人驾驶领域，并积极推动神经芯片在“互联网+”相关领域的广泛应用。,"Next, the team will follow the trend of technology to study high-quality depth cameras based on neural chips, enabling them to be used in smart cars and driverless areas, and actively promote the widespread use of neural chips in ""Internet +"" related fields.","In the next step, the team will follow the trend of technological development to research the high-quality depth cameras based on neurochips, apply them to smart cars and pilotless areas, and actively promote the widespread use of neurochips in the “Internet+” related fields.",82.0,0.635814834312124
zh-en,隔夜市场，美元回暖，美元指数走出V字形态，截至北京时间07：30报90.8900。,"Overnight markets, the dollar back up, the dollar index out of the V-word form, as of 07: 30 Beijing time at 90.8900.","In the overnight market, the US dollar experienced a V-shaped rebounded, ending at 90.8900 as of 07:30, Beijing time.",7.0,-1.59354994237835
zh-en,深刻阐述了习近平新时代中国特色社会主义思想的时代背景、核心要义、创新观点和重大贡献，阐述了中国特色社会主义,"The background, core significance, innovative views and significant contributions of Xi Jinping's thought of socialism with Chinese characteristics in the new era are elaborated, and socialism with Chinese characteristics is described","He expounds on the times, background, core essentials, innovative ideas and major contributions of Xi Jinping’s socialist ideology with Chinese characteristics of the new era, elaborates on socialism with Chinese characteristics,",77.0,0.487190515866092
zh-en,就历史上的排华行为，作出道歉。,Make an apology for the historical acts of anti-Chinese behavior.,Apologize for the Chinese Exclusion in history.,82.0,-0.699466391372319
zh-en,张德江作关于检查固体废物污染环境防治法实施情况的报告。,He made a report on the implementation of the law on the prevention and control of environmental pollution by solid waste.,Zhang Dejiang presents a report on checking the implementation status of the Law on the Prevention and Control of Environmental Pollution Resulting From Solid Waste.,85.0,-0.150147235844319
zh-en,古列尔米表示目前仍不清楚这起事件是否也发生在 7 月 27 日。,Mr Guglielmi said it was still unclear whether the incident also occurred on July 27.,Guglielmi said it is unclear if the incident also occurred on July 27.,90.0,0.765384690035681
zh-en,各位观众晚上好。,Good evening to the audience.,"Good evening, viewers.",100.0,2.59644854179568
zh-en,马里兰州鲍伊的大律师拉克希米·萨尔马·拉马尼并没有愤世嫉俗，但是她询问了关于仇恨犯罪的问题。,"Lakshmi Salma Lamani, a lawyer for Bowie, Maryland, was not cynical, but she asked about hate crimes.","Attorney Lakshmi Sarma Ramani of Bowie, Md., wasn't hateful, but she asked about hate crimes.",83.0,-0.516360006196319
zh-en,今年早些时候，奥迪被卷入一桩涉及大众的德国刑事调查，德国政府指控奥迪安装系统以逃避欧洲的排放要求，扩大了之前仅限于美国的调查范围。,"Earlier this year, Audi was embroiled in a German criminal investigation involving VW, in which the German government accused Audi of installing systems to evade emissions requirements in Europe, expanding an investigation previously limited to the United States.","Early this year, Audi was swept up into a German criminal investigation involving Volkswagen after the authorities accused Audi of installing a system to evade emissions rules in Europe, broadening an inquiry that had focused on the United States.",78.0,-1.43189193207632
zh-en,清雅的薰衣草场除了可以吸引度假者外，薰衣草油还受到香水和化妆品行业的追捧。,"In addition to attracting holidaymakers, the elegant lavender field is also sought after by the perfume and cosmetics industry.","As well as attracting holidaymakers, lavender oil is highly sought after for perfume and cosmetics.",82.0,-0.699466391372319
zh-en,支付宝和微信支付的基础都是二维码，这种黑白相间的小方格子能够存储的信息量是一位码的300倍以上。,This small black-and-white square grid can store more than 300 times the amount of information in a single code.,The foundation of both Alipay and WeChat Pay is the QR Code. The amount of information these tiny black-and-white squares can store is more than 300 times that of a one-digit code.,50.0,-0.463780905972609
zh-en,十九大报告首次提出建设现代化经济体系，并要求,"The 19th National Congress report proposed the construction of a modern economic system for the first time, and called for",The 19th National Congress of the Communist Party of China first proposed the construction of a modern economic system and demanded that,95.0,0.835729727200952
zh-en,为了保障安全，前往协助滞留游客回国的各航空公司机组对火山灰影响,"In order to ensure safety, the impact of volcanic ash on airline units travelling to assist stranded tourists to return home","To ensure safety, airline flight crews assisting stranded tourists to return home have made plans for the impact of",24.0,-1.21460927180622
zh-en,结果，“谁的街道？”令人惊讶地记录了费雷尔的个人生活，比如坠入爱河、步入结婚。,"As a result, ""whose streets?"" surprisingly records Ferrell's personal life, such as falling in love and stepping into marriage.","As a result, ""Whose Streets?"" documents surprisingly personal aspects of Ferrell's life, like falling in love and marrying her wife.",50.0,-0.463780905972609
zh-en,因此，如何让消费者得到一场极致购物体验则成了房地产开发商们的下一个竞争点。,"Therefore, how to give consumers an extreme shopping experience has become the next point of competition for real estate developers.","Therefore, how to offer shoppers the ultimate shopping experience has become the next competitive point for real estate developers.",99.0,0.951241783483047
zh-en,他和其他人都说以前的规则已不再适用于锡那罗州——就像已经不再适用于塔毛利帕斯州、韦拉克鲁斯州、格雷罗州和其他州一样，这些州的走私路线利润丰厚，而各机构势微，政府官员腐败，乌烟瘴气。,"He and others say that the previous rules no longer apply in the state of Sinaloa - just as they do in the states of Tamaulipas, Veracruz, Guerrero, and others, where smuggling routes are lucrative and institutions are weak, government officials corrupt, and smoky.","The old rules, he and others say, no longer apply in Sinaloa - just as they don't in Tamaulipas, Veracruz, Guerrero and other states that are home to a toxic mix of lucrative smuggling routes, weak institutions and corrupt government officials.",3.0,-1.82104756728722
zh-en,很显然，看到其中名气最大的球员离开，西班牙联盟深感愤怒，试图阻碍内马尔的该举动，并声称巴黎圣日尔曼足球俱乐部违反《规则》。,"Apparently, the Spanish league was furious to see one of the most famous players leave, trying to block Neymar's move and claiming that Paris Saint-Germain Football Club was in breach of the Rules.","Clearly irritated to see one of soccer's biggest players leaving, the Spanish league tried to stymie Neymar's move, claiming that PSG will be breaching FFP.",77.0,0.315925473931528
zh-en,NCAA 取消了每日两次练习（旨在减轻球员负担），但实际上延长了他们白天的训练时间 - 至少在周五结束之前。,"The NCAA canceled two practice sessions a day (designed to ease the burden on players), but actually extended their daytime practice - at least until the end of Friday.","The NCAA's elimination of two-a-day practices, designed to lighten the load on players, has actually lengthened their days - at least until finals end Friday.",0.0,-5.16711725739302
zh-en,物流方式的改变，保证了电商的高效率。,The change of the logistics mode ensures the high efficiency of the electric business.,Changes in logistical methods ensured the efficiency of e-commerce firms.,0.0,-5.16711725739302
zh-en,对于工业经济效益不高，专家说，也要积极推动产业兼并重组、优化产业布局、延伸产业链。,"For industrial economic benefits are low, experts say, should also actively promote industrial merger and reorganization, optimize industrial layout, extend the industrial chain.","As for low industrial economic benefit, experts said that industry merger and reorganization should be actively advanced, industry structure optimized, and the industry chain extended.",0.0,-5.16711725739302
zh-en,然而，名单中提到的标准之一是，俄罗斯反兴奋剂机构必须公开接受由加拿大律师理查德·迈凯伦就 WADA 批准的关于俄罗斯国家支持在本国体育运动中使用兴奋剂事件的调查结果。,"One of the criteria mentioned in the list, however, is that the Russian Anti-Doping Agency must publicly accept the findings of the investigation, approved by Canadian lawyer Richard McLaren, concerning Russian state support for doping in national sports.","One of the criteria mentioned in the list, however, states that Russian anti-doping authorities must publically accept the reported outcomes of the WADA-sanctioned investigation by Canadian lawyer Richard McLaren on alleged state-sponsored doping in Russian sport.",27.0,-1.51482839752621
zh-en,《Riodoce》的全体员工都很怀念瓦尔迪兹，怀念他像一个码头工人一样咒骂不休，怀念这位从不吝惜拥抱与建议的朋友，怀念这位知道如何活下去的老师。,"All the staff of ""Riodoce"" miss Valdez. They miss him cursing like a docker. They miss the friend who never gives a hug and advice, and the teacher who knows how to live.","The Riodoce staff misses Valdez, the jokester who swore like a longshoreman, the friend generous with hugs and advice, a teacher who knew how to survive.",83.0,0.442946591199102
zh-en,中央军委委员魏凤和、李作成、苗华，以及军委机关各部门领导和驻京大单位副战区职以上领导等,"Members of the Central Military Commission, such as Wei Feng-he, Li and Miao-hua, as well as the heads of the various departments of the Military Commission organs and the vice-presidents of the major units in Beijing","The members of the Central Military Commission Wei Fenghe, Li Zuocheng, Miao Hua and heads of departments under the Central Military Commission and leaders above deputy heads of theatre from large units in Beijing etc.",38.0,-1.13026545331231
zh-en,大家表示,It was indicated that,Many representatives expressed their resolve,8.0,-2.17907348298659
zh-en,如果他们有丁点害怕，那么他们也并没有表现出来。,"If they had a little bit of fear, then they didn't show it either.","If they were at all afraid, they didn't show it.",100.0,1.03727114134786
zh-en,六论学习贯彻党的十九大精神,On learning to carry out the spirit of the 19th Congress of the Party,The Sixth Essay on Studying and Implementing the Spirit of the 19th CPC National Congress”.,7.0,-2.2140337506424
zh-en,一旦做到了，我们就可以最终开始一劳永逸地消除太空垃圾的问题。,"Once we do, we can finally begin to eliminate the problem of space garbage once and for all.","Once this is achieved, we can finally bid farewell to space debris problems for good.",54.0,-0.570901170819364
zh-en,据当地人奥尔夫尤斯·尤尔的堂兄弟称，他目睹了枪击，看到奥尔夫尤斯·尤尔身中三枪。,"He witnessed the shooting and saw Olfyus Juul shot three times in the body, according to his cousin, who is a local.","Local man Alfius Youw was hit three times, according to his cousin who witnessed the shootings.",75.0,-0.22910512602077
zh-en,她说：“这些细胞的发育可能正是我们想要得到的结果，因为这些细胞可以控制肠道内表面的炎症反应。,"She said: ""the development of these cells may be exactly the result we want because they can control the inflammatory response on the surface of the gut.",She said: 'The development of these cells is probably something we want to encourage since these cells control inflammation on the inner surface of the intestines.,87.0,0.0936378121305757
zh-en,要把弘扬红船精神同深化党的十九大精神学习宣传贯彻结合起来，牢牢把握习近平新时代中国特色社会主义思想这个主线。,"We should combine the promotion of the spirit of Red Boat with the promotion and implementation of the 19th National Congress of the Party, and firmly grasp the main line of Xi Jinping's thought of socialism with Chinese characteristics in the new era.",We must integrate the idea of carrying forward the spirit of the Red Ship and deepening the study and publicity of the 19th National Congress and firmly grasp the main idea of Xi Jinping's thought on socialism with Chinese characteristics in the new era.,93.0,0.456448506580479
zh-en,马里兰大学经济学家克雷格·加斯韦特的一项研究显示，在2008年民主党党内选举阶段，奥普拉的政治捐助为奥巴马带来了约100万张选票。,"Oprah's political donations brought in about 1 million votes for Obama during the 2008 Democratic party election phase, according to a study by University of Maryland economist Craig Garthwaite.","A study by University of Maryland economist Craig Garthwaite revealed that during the 2008 Democratic Party primary election, Oprah’s political donation helped bring about 1 million votes to Obama.",92.0,0.395980057505495
zh-en,这种药物在心脏病发作后持续服用12个月，可降低中风或心脏病再次发作的风险。,"The drug, taken for 12 months after a heart attack, can reduce the risk of a stroke or another heart attack.",Using this drug for 12 months after a heart attack episode can help reduce recurrence of stroke or heart attack.,96.0,0.637853853805431
zh-en,高阿姨告诉记者，这棵发财树种了8年了，当时种的时候大约高1米，现在长有5米多了。,"Aunt Gao told reporters that the rich tree had been growing for eight years, when it was about a metre high, and was now more than five metres high.","Aunt Gao told the reporters that the money tree has been planted for eight years. When it was first planted, it was about one meter tall; it is now more than five meters tall.",93.0,0.456448506580479
zh-en,可以不确切地说，在路氏乳杆菌中存在的高水平色氨酸可能会导致该菌种数量的增加。,It is not accurate to say that the presence of high levels of tryptophan may lead to an increase in the amount of the disease.,"Potentially, high levels of tryptophan in the presence of L. reuteri may induce expansion of this population.'",56.5,-2.38496966604627
zh-en,只有当女性完全参与并包含在选举过程的全部阶段中，才真正是有代表性的、可信的选举。,It is only when women are fully involved and included in all stages of the electoral process that it is truly representative and credible elections.,Elections can only be truly representative and credible when women fully participate and are included in all parts of the electoral process.,100.0,0.417466327282005
zh-en,说明大数据是我们创新的基础和源泉，那么将来的话我们是希望能够有效推动像这个人功智能生命数据信息产业的一个整合。,"It shows that big data is the foundation and source of our innovation, so in the future we hope to be able to effectively promote the integration of the information industry of intelligent life data like this.","This means that big data is the foundation and source of our innovation. In the future, we hope to effectively promote this integration of smart, personal life data and the information industry.",100.0,0.762324009013158
zh-en,胡塞武装则声称已经控制了原属于萨利赫的今日电视台。,"The Houthis, for their part, claim to have taken control of today's television station, formerly belonging to Saleh.","The Houthis armed forces claimed to have taken control of today's television station, which belonged to Saleh.",99.0,0.727954125829517
zh-en,——2017年10月18日，习近平在中国共产党第十九次全国代表大会上的报告指出,"On October 18, 2017, Xi's report to the 19th National Congress of the Communist Party of China noted","-- On October 18, 2017, Xi Jinping pointed out the following during the 19th CPC National Congress",97.0,0.659214359462235
zh-en,纯电商的时代很快就会结束，未来的十年、二十年将没有电子商务，取而代之的是‘新零售’。,"The era of pure electric business will soon come to an end, with no e-commerce for the next decade or two, replaced by 'new retail'.","The era of pure e-commerce firms will soon come to an end. E-commerce will no longer exist in the next 10 to 20 years, replaced instead by ‘new retail’.",99.0,0.727954125829517
zh-en,最终，这幅画以4.503亿美元的价格成交，约合29.86亿元人民币，创下艺术品拍卖的“最昂贵”纪录。,"In the end, the painting sold for $450.3 million, or 29.86 billion yuan, setting the ""most expensive"" record for an art auction.","In the end, the painting was sold for US$450.3 million, which was equivalent to approximately RMB2.986 billion, setting a record for the ""most expensive"" auction for art.",98.0,0.555302841345814
zh-en,以下是内马尔转会至法国所产生的一些财务影响。,Here are some of the financial implications of Neymar's move to France.,Here are some of the financial aspects of Neymar's move to France.,97.0,0.509027604566996
zh-en,兄弟俩以及其母亲一共拥有 38 个不动产，价值超过 5 亿多美元，这些不动产是 1973 年该家族买下科林伍德区史密斯街以来，不断积累起来的。,"The brothers and their mother owned a total of 38 real estate properties, worth more than $500 million, which had accumulated since the family bought Smith Street, Collingwood, in 1973.","Together with their mother Anna the brothers own 38 properties worth more than half a billion dollars, amassed since the family bought a Smith Street, Collingwood, shop in 1973.",99.0,0.601578078124631
zh-en,作为自己的使命，让中国人民的梦想同各国人民的梦想交相辉映，不断开创中国特色大国外交的新局面,"As a mission of its own, let the dreams of the Chinese people go hand in hand with those of people from all over the world, and create a new situation in the diplomacy of the great powers with Chinese characteristics","In this way, the dreams of Chinese people and those of the people all over the world will reinforce each other and continue to usher a new situation for great power diplomacy with Chinese characteristics.",96.0,0.462752367788178
zh-en,相似之处：艺术家使用切尔西?曼宁 (Chelsea Manning) 的 DNA 创作肖像,Similarities: The artist uses Chelsea Manning's DNA to create portraits,A Becoming Resemblance: artist creates portraits using Chelsea Manning's DNA,90.0,0.185100947115271
zh-en,记者从如皋市委宣传部了解到，现场施救正在进行中，已有伤员被陆续救出。,"The reporter learned from the propaganda department of the city committee, the scene of the rescue is under way, the wounded have been rescued.","Reporters learned from the Propaganda Department of the Rugao Municipal Party Committee that rescue efforts are in the process of being carried out, and the injured have been successively rescued.",98.0,0.555302841345814
zh-en,所以我们的精油含量更少。”,"So we have less essential oils, ""he said.","So we have fewer parts with essential oil.""",98.0,0.555302841345814
zh-en,北京“高校疏解”新举措：北化工上万师生将入驻昌平新校区,"New initiative of ""University Dissolution"" in Beijing: Students and students of North Chemical Industry will be admitted to the new campus of Changping","Beijing’s new measure to “shift and relocate institutions of higher learning”: 10,000 BUCT teachers and students move into new campus at Changping",100.0,0.4487172179947
zh-en,缅中关系对缅方而言具有特殊重要意义，我们有历史悠久的民间友好情谊。,"The relations between Myanmar and China are of special importance to the Myanmar side, and we have a long history of civil friendship.",Myanmar-China relations have a special significance for Myanmar. We have a long history of people-to-people friendship.,100.0,0.4487172179947
zh-en,面包根本就遥不可及。,Bread is simply out of reach.,Bread is just as out of reach.,100.0,0.4487172179947
zh-en,这名将在其第五次世锦赛中参加 400 米跨栏比赛的英联邦银牌得主表示，英国国家队中有 16 名苏格兰人，这是“令不可思议的”。,"The Commonwealth silver medallist, who competed in the 400m hurdles in his fifth world championships, said it was ""incredible"" that there were 16 Scots in the British national team.","The Commonwealth silver medallist, who will compete in the 400m hurdles at her fifth World Championships, says it's ""incredible"" 16 Scots are in the British team.",100.0,0.4487172179947
zh-en,“所以，明天，我将会把党籍改成共和党”，贾斯提斯补充道。,"""so, tomorrow, I'm going to change my party membership to the Republican Party,"" Justes added.","""So tomorrow, I will be changing my registration to Republican,"" Justice added.",100.0,0.4487172179947
zh-en,脸书周四在德国的一份单独声明中表示，正在美国、法国、荷兰和德国启动一项新的事实核查功能测试。,"In a separate statement in Germany on Thursday, Facebook said it was launching a new fact-checking function test in the United States, France, the Netherlands and Germany.","On Thursday Facebook said in a separate statement in German that a test of the new fact-checking feature was being launched in the United States, France, the Netherlands and Germany.",100.0,0.4487172179947
zh-en,十二月一号，土耳其以涉嫌参与去年土耳其发生的未遂军事政变为由，下令逮捕美国中央情报局前官员格雷厄姆富勒。,"On December 1, Turkey ordered the arrest of Graham Fuller, a former CIA official, on suspicion of involvement in an attempted military coup in Turkey last year.","On December 1, Turkey ordered the arrest of Graham Fuller, a former CIA official, on the pretext of involvement in the attempted military coup in Turkey last year.",100.0,0.4487172179947
zh-en,女厕所小孩子这么小就好像懂得一点尴尬一样，那个板子特别舒服，很方便我们带小孩的。,"The girl toilet child is so small as to know a little bit of embarrassment, that board is very comfortable, it is very convenient for us to take the child.","but when w go to the ladies’ room, babies are so small that we also feel a bit embarrassed. That board is particularly comfortable, it is convenient for those who have children.",100.0,0.4487172179947
zh-en,今天是十二月四号星期一农历十月十七，欢迎收看新闻联播节目。,"Today is Monday, December 4th, the seventeenth day of the Lunar New Year. Welcome to the news programme.","Today is Monday, December 4, October 17 in the lunar calendar. Welcome to Xinwen Lianbo.",100.0,0.4487172179947
zh-en,美联社在盘点美国公司２０１７“大赢家”时，第一个列出的就是亚马逊。,"When the Associated Press took stock of the US company's 2017 ""big winners,"" the first to list was Amazon.","When Associated Press took stock of the 2017 “big winners” in corporate America, Amazon was first on the list.",100.0,0.4487172179947
zh-en,他们抵达弗格森的第一站位于南佛罗里桑路警察局对面的一个场地。激进分子等到警官达伦·威尔逊最终不予起诉的结果后，这个场地就成为了他们的营地。,"They arrived at Ferguson's first stop at a venue opposite the South Frorisan Road police station, which became their camp after the militants waited until the result of police officer Darren Wilson's eventual failure to prosecute.","The first stop when they arrived in Ferguson was on South Florissant Road, a site across from the police department that became a campground of sorts as the activists awaited word of Officer Darren Wilson's eventual non-indictment.",100.0,0.4487172179947
zh-en,做一件新奇的事，本身来讲这个任务的目标选择就是新的。,"To do a novel thing, in itself, the goal choice of the task is new.","to make a certain thing. In itself, the target choice for this task is new.",100.0,0.796105236065557
zh-en,读者购买的热情非常得高涨党的十九大是我党历史上的一次重要的会议，习近平总书记的报告非常的震撼人心，给中国的老百姓带来好多这个福音，专门买了一本这个十九大的学习辅导百问，认真再学习学习。,Readers' enthusiasm for buying is so high that the 19th National Congress of the Party is an important meeting in the history of our Party. General Secretary Xi Jinping's report is so shocking that it brings a lot of good news to the people of China.,"Readers’ enthusiasm has been unprecedentedly high. The 19th CPC National Congress was a meeting of great importance in the history of Chinese Communist Party. The report delivered by General Secretary Xi Jinping at the meeting was really impressive and stirring. Inspired by the varied good news and favorable prospects conveyed in the report, many readers also bought the100 Q&A about the 19th CPC National Congress Report for reference, in hopes of comprehending thoroughly the spirit of the meeting,",51.0,-1.42032411434423
